Year,CensusID,Date,Site,DayNight,TideZone,IndexSpecies.SpeciesName,PredSize,EstimatedPredSize,PossibleChaemoPred,IndexSpecies_1.SpeciesName,PreySize,EstimatedPreySize,Drilling
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,TRUE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Chamaesipho columna,1,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,17,FALSE,FALSE,Chamaesipho columna,3,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,10,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,18,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,13,TRUE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,TRUE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Chamaesipho columna,2,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Chamaesipho columna,2,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,12,TRUE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,10,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,18,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,18,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,9,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,328,6/21/2005,TaurangaHead,Day,High,Haustrum scobina,10,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,10,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,10,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,10,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Chamaesipho columna,2,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Chamaesipho columna,2,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Xenostrobus pulex,7,FALSE,TRUE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,10,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,18,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,19,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,21,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,18,FALSE,FALSE,Xenostrobus pulex,9,FALSE,TRUE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,10,FALSE,FALSE,Chamaesipho columna,1,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Chamaesipho columna,2,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,10,FALSE,FALSE,Chamaesipho columna,3,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,17,FALSE,FALSE,Xenostrobus pulex,9,FALSE,TRUE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Chamaesipho columna,2,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Chamaesipho columna,2,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Chamaesipho columna,2,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,8,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,17,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,22,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,14,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,10,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,15,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,9,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,12,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,16,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,11,FALSE,FALSE,Not Feeding,0,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Chamaesipho columna,2,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Chamaesipho columna,2,FALSE,FALSE
2005,329,6/22/2005,TaurangaHead,Day,High,Haustrum scobina,13,FALSE,FALSE,Chamaesipho columna,1,FALSE,FALSE
